CSI_DATA,23503655838,-50,64,45,-47,18,0,-13,13,-12,13,-12,13,-12,13,-11,12,-11,12,-11,13,-10,13,-10,13,-10,13,-9,13,-9,12,-9,12,-9,12,-9,12,-9,11,-9,11,-9,11,-9,10,-9,10,-8,9,-8,8,-8,8,-8,8,-8,7,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,-7,8,-7,7,-8,8,-8,8,-9,8,-9,9,-10,9,-10,9,-11,9,-11,9,-12,9,-12,9,-12,9,-12,9,-13,10,-13,10,-13,10,-13,11,-13,11,-13,11,-13,11,-13,12,-13,12,-12,12,-13,12,-13,13
CSI_DATA,23503758232,-50,64,45,-47,18,0,7,-24,7,-24,7,-24,6,-24,5,-23,5,-23,5,-23,4,-23,4,-23,4,-23,4,-22,3,-22,3,-22,3,-22,3,-22,4,-21,4,-20,4,-20,4,-19,4,-18,4,-17,4,-17,4,-16,5,-15,5,-15,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,3,-15,3,-15,4,-15,4,-16,5,-16,5,-17,6,-18,6,-19,7,-19,8,-19,8,-20,9,-20,9,-20,9,-20,9,-20,9,-21,9,-21,8,-22,8,-22,8,-22,8,-23,8,-24,8,-24,8,-24,7,-24,8,-24
CSI_DATA,23503860635,-50,64,45,-47,18,0,-26,1,-25,1,-25,1,-24,1,-24,2,-24,2,-23,2,-23,3,-23,3,-23,3,-22,3,-22,4,-22,4,-21,3,-21,3,-21,3,-20,3,-19,2,-19,2,-18,2,-18,1,-17,1,-16,0,-16,0,-15,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,-14,1,-15,1,-16,1,-16,0,-17,0,-18,0,-19,0,-20,0,-20,-1,-21,-1,-21,-1,-22,-2,-22,-2,-22,-2,-23,-2,-23,-2,-23,-2,-23,-1,-24,-1,-24,-1,-24,0,-25,0,-25,0,-25,1,-25,1,-25,1
CSI_DATA,23503963034,-50,64,45,-47,18,0,-28,-7,-28,-7,-27,-7,-27,-6,-26,-6,-26,-5,-26,-5,-26,-4,-26,-4,-25,-4,-25,-3,-25,-3,-24,-3,-24,-3,-24,-3,-23,-3,-22,-4,-22,-4,-21,-4,-20,-4,-19,-5,-19,-5,-18,-5,-17,-5,-17,-5,-5,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-1,-16,-2,-16,-3,-17,-4,-18,-4,-18,-5,-19,-5,-20,-6,-21,-6,-21,-7,-22,-8,-22,-8,-22,-8,-23,-9,-23,-9,-23,-9,-24,-9,-24,-8,-24,-8,-25,-8,-25,-8,-26,-8,-27,-7,-27,-7,-27,-8,-28,-7,-28,-7
CSI_DATA,23504065644,-49,64,45,-47,18,0,-3,-30,-3,-29,-3,-29,-3,-28,-3,-28,-4,-27,-4,-27,-4,-27,-5,-27,-5,-26,-5,-26,-5,-25,-5,-25,-5,-25,-4,-25,-4,-24,-4,-23,-3,-23,-3,-22,-2,-21,-2,-20,-2,-19,-1,-19,-1,-18,0,-18,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-5,-4,-17,-3,-17,-3,-18,-3,-19,-2,-20,-2,-21,-2,-22,-1,-23,-1,-24,-1,-24,0,-25,0,-25,0,-25,0,-26,0,-26,0,-27,0,-27,0,-27,-1,-28,-1,-28,-2,-28,-2,-29,-2,-29,-2,-29,-2,-30,-3,-30
CSI_DATA,23504167832,-50,64,45,-47,18,0,24,7,24,7,24,7,23,6,23,6,23,5,23,5,22,5,22,4,22,4,22,4,22,4,21,4,21,4,21,4,20,4,19,4,19,4,18,4,17,5,16,5,16,5,15,5,14,5,14,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,2,14,2,14,3,15,3,16,4,17,4,17,5,18,5,19,6,19,7,19,7,19,8,20,8,20,8,20,8,20,8,21,8,21,8,22,8,22,8,23,7,23,7,24,7,24,7,24,7,24,7
CSI_DATA,23504270688,-50,64,45,-47,18,0,25,-14,25,-14,25,-14,24,-14,24,-14,23,-15,22,-15,22,-16,21,-16,21,-16,21,-16,20,-15,20,-15,20,-15,20,-14,19,-14,19,-13,19,-13,18,-12,17,-12,17,-11,16,-10,16,-9,15,-8,15,-8,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,13,-10,14,-10,15,-10,16,-10,17,-10,18,-10,19,-11,20,-11,21,-11,21,-10,22,-10,23,-10,23,-10,24,-10,24,-10,24,-11,24,-11,24,-11,25,-12,25,-12,25,-13,25,-13,25,-14,26,-14,26,-14,26,-15
CSI_DATA,23504372676,-50,64,45,-47,18,0,-25,-17,-25,-17,-25,-17,-25,-16,-25,-16,-25,-15,-24,-14,-24,-14,-24,-13,-24,-13,-24,-12,-24,-12,-24,-12,-23,-12,-22,-12,-22,-12,-21,-12,-20,-12,-19,-12,-19,-11,-18,-11,-17,-11,-16,-11,-15,-11,-15,-11,-4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-3,-15,-9,-15,-10,-16,-10,-16,-11,-17,-12,-17,-13,-18,-14,-19,-14,-19,-15,-19,-16,-19,-16,-19,-17,-20,-18,-20,-18,-20,-18,-20,-18,-21,-18,-22,-18,-22,-18,-23,-18,-23,-18,-24,-18,-24,-18,-24,-18,-25,-18,-25,-18
CSI_DATA,23504475287,-50,64,45,-47,18,0,-14,-27,-14,-26,-14,-26,-14,-26,-14,-25,-14,-24,-14,-24,-15,-23,-15,-23,-15,-22,-16,-22,-15,-22,-15,-22,-15,-22,-14,-21,-14,-21,-13,-21,-12,-20,-11,-20,-11,-19,-10,-18,-10,-18,-9,-17,-8,-17,-8,-17,-2,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-4,-10,-14,-9,-15,-9,-16,-9,-17,-9,-18,-10,-19,-10,-20,-10,-21,-10,-22,-10,-22,-10,-23,-10,-24,-10,-24,-10,-24,-10,-25,-10,-25,-10,-25,-11,-25,-11,-25,-12,-26,-12,-26,-13,-26,-13,-27,-14,-27,-14,-27,-14,-27
CSI_DATA,23504577419,-50,64,45,-47,18,0,25,-8,25,-8,24,-8,24,-8,23,-8,23,-8,23,-9,22,-9,22,-9,22,-9,21,-9,21,-9,21,-9,20,-9,20,-9,20,-8,19,-8,19,-8,18,-7,18,-6,17,-6,16,-5,16,-4,15,-4,15,-4,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,14,-6,14,-6,15,-6,16,-5,17,-5,17,-5,18,-6,19,-5,20,-5,21,-4,21,-4,22,-4,22,-4,22,-4,23,-4,23,-4,23,-5,23,-5,24,-6,24,-6,24,-6,25,-7,25,-7,25,-7,25,-7,25,-7
