# CSI data — grid [4,0] at (0cm, 88cm)
# Cell: 27cm wide × 22cm deep
# Target RF variance: 0.300
# Packets: 200  Subcarriers: 64
CSI_DATA,23820104476,-71,64,0,0,16,13,-19,-2,15,-6,-9,30,-1,20,23,-2,8,-21,-8,-14,16,18,-11,12,-24,6,7,-23,-15,-10,-20,10,4,-18,9,-22,-9,-18,19,-7,-8,-4,-12,-14,4,-15,14,7,10,-19,0,19,5,15,-26,-8,11,20,6,22,19,8,11,18,-15,4,21,-12,-24,-12,-29,10,-19,9,2,14,-18,9,16,16,23,19,-2,-17,10,22,-17,-4,-6,-25,-6,-17,21,-9,-19,24,10,32,24,0,5,-29,11,-15,9,-23,-4,27,14,-9,-12,-22,-4,12,-17,-18,21,4,21,7,28,-13,18,12,9,15,24,-7,5,-23,19,1
CSI_DATA,23820203172,-70,64,0,0,22,-2,-23,0,12,2,18,-15,-22,-6,16,11,-11,-22,17,12,26,7,5,-17,7,15,19,-4,-27,13,18,-7,16,15,-16,9,13,2,-11,-27,1,-15,15,7,-16,14,25,-3,-18,14,-13,17,-14,-26,-25,2,-21,17,14,-9,19,-5,-8,-10,-20,-17,-21,2,10,-19,-19,-15,-9,22,21,-1,1,17,19,-5,25,-7,8,-20,-11,12,-21,21,-15,4,-24,14,-3,22,-9,19,21,26,14,9,-13,3,-20,-8,-16,23,-1,23,-29,10,21,-14,-10,-15,13,21,-16,19,-1,-23,-5,25,21,4,-22,-6,13,22,24,3,-10,24
CSI_DATA,23820299291,-75,64,0,0,0,23,-9,-14,-22,-6,-14,-9,3,24,-4,-17,-20,4,3,-19,-2,-26,-14,-14,21,-1,-21,-12,18,27,4,16,17,-23,-2,-17,-8,23,-27,-9,-11,-18,-16,-10,-18,20,-7,18,-9,-8,-24,-3,-24,-11,-27,-6,-20,14,-21,14,-10,21,-20,-5,16,25,20,0,-15,15,3,22,-21,9,-23,-4,-11,-22,18,-19,23,0,30,14,13,-12,0,22,6,-20,11,27,-21,-25,9,-31,17,-1,-20,-10,-19,-18,21,8,-6,21,18,-6,22,-3,20,-6,11,-23,-16,26,-9,20,11,-21,13,-5,-26,8,12,3,-6,-26,24,-7,18,-2
CSI_DATA,23820396816,-75,64,0,0,22,-3,26,4,19,-5,19,-13,25,12,16,-17,20,1,15,35,-21,-15,15,21,-9,-21,17,2,-9,10,20,11,7,28,20,21,-19,-7,3,17,20,-6,8,-22,-22,14,24,-1,0,-17,-14,10,5,15,-10,26,24,-9,-13,-6,-18,-18,3,11,-23,-22,3,-14,23,8,-5,26,-20,-8,-14,26,21,19,-11,-18,12,13,12,11,-17,-31,16,8,-17,-7,-8,-20,24,-7,5,-26,-22,-11,-8,-16,23,7,11,17,2,-17,7,27,-23,6,-12,-19,22,13,27,-5,-2,-21,-2,13,-27,10,5,12,-19,-10,6,-22,-15,9,-1,20
CSI_DATA,23820498301,-74,64,0,0,-16,19,-2,-18,-15,5,-25,-13,-9,-11,-12,23,30,13,16,27,-14,-19,-9,22,-16,-11,26,2,-14,16,-6,-14,-4,24,-22,-5,-8,10,19,-2,-29,8,-16,12,19,-13,17,2,21,15,-20,-6,0,25,-1,28,-22,4,-17,-19,17,10,12,18,8,20,2,15,-3,-14,-2,-19,21,-14,-13,2,-29,6,18,15,23,9,22,5,22,-12,21,21,24,9,5,29,16,12,0,-19,-19,3,-1,12,-9,-3,3,-15,-11,-25,0,27,12,22,-1,35,-13,16,-27,-14,10,-13,14,19,-15,16,5,26,16,11,18,3,30,-2,15,-15
CSI_DATA,23820600106,-74,64,0,0,-21,-20,-33,-1,-8,-17,22,12,23,18,-7,-8,10,14,-5,20,-12,16,-30,-4,-27,-11,-10,13,6,19,-6,21,-8,21,21,-13,6,16,20,15,25,-2,-30,-13,5,-13,2,15,17,4,32,8,19,9,27,15,22,-12,-13,15,-15,17,-23,-4,-20,-4,0,21,-15,-9,19,-4,18,-24,-17,9,17,-2,-19,16,-11,26,-24,8,21,1,-10,-27,6,22,19,23,7,18,-22,-11,6,-26,-13,18,-14,-20,11,-17,1,-14,8,-17,-23,-3,-9,-19,15,-10,-2,16,-19,-14,11,-16,12,16,-19,-8,-23,9,9,19,20,-9,7,-22
CSI_DATA,23820701281,-75,64,0,0,-11,-19,16,17,12,-21,19,18,-18,-8,-4,22,-20,5,21,-9,-22,4,-19,26,22,8,-11,22,-18,13,-4,-23,15,26,-9,21,-12,-23,-12,27,-30,-9,-14,-29,4,19,18,-3,11,-9,2,-10,31,8,1,29,-30,-10,10,-14,20,-7,-25,8,-9,-21,-22,0,-13,-8,31,5,6,-21,24,19,22,-20,19,17,-5,-9,-17,-2,-27,-2,-16,-19,-18,-5,4,20,18,2,-1,-22,-20,7,16,8,20,15,-15,19,0,-28,19,-1,-20,-2,16,-19,-12,24,-4,13,3,27,-3,22,2,23,2,-16,-17,-10,-3,-15,15,-30,-20,11
CSI_DATA,23820802623,-73,64,0,0,4,21,9,-24,-24,5,-15,-13,23,-10,6,-21,2,26,28,8,-3,25,-13,16,-24,10,16,-9,23,-1,-30,-8,20,9,2,24,-24,7,-17,-5,15,-11,24,16,-11,-16,20,-4,-12,-8,19,-2,-2,-25,16,5,-15,-19,14,13,13,19,-1,-21,11,-15,10,-23,-4,22,-15,8,5,19,17,-4,-6,-28,21,-9,14,17,11,-15,15,17,-22,-8,-17,5,9,2,24,0,-1,-26,-16,-7,13,2,6,-23,5,-18,14,12,-12,18,14,-14,2,-14,-14,-21,2,19,-17,0,-4,-22,11,21,15,27,31,-10,16,3,-16,11,-20,-18
CSI_DATA,23820902616,-71,64,0,0,2,22,-5,-23,-21,-5,29,-1,20,-14,-14,17,-17,23,-5,-9,9,-20,18,23,8,-13,4,10,-26,-8,-6,-15,-21,7,-16,12,10,23,16,8,14,-8,-7,18,23,-16,-19,-14,25,-9,6,20,24,-11,0,29,-26,-9,-11,14,-28,-3,-18,9,14,19,-15,16,12,13,0,-13,-36,-12,20,-17,0,-31,4,-18,5,-15,-18,-17,21,2,-18,-15,-8,-20,-15,14,-22,2,13,6,-19,7,2,12,-12,10,-14,-7,5,16,-15,-14,0,-19,-31,-2,-16,-17,-19,-24,15,4,-21,15,-18,-16,8,6,-6,-24,-7,-28,-24,-6,20,-8
CSI_DATA,23821002008,-73,64,0,0,-3,-19,13,-20,10,-1,24,-5,-17,9,-24,12,-5,4,-19,-8,-7,-12,16,-8,3,20,17,10,19,13,-2,21,3,15,24,6,-5,17,18,6,-1,18,-13,-19,25,-10,-13,6,-22,-8,13,-10,2,13,6,28,22,-1,-16,7,7,-13,7,-14,-12,10,20,-14,-19,3,0,17,-21,-4,-10,-23,-12,-18,19,-14,-9,19,19,7,-18,17,26,1,1,-19,-2,23,15,-18,8,16,4,-22,-19,-9,8,9,21,19,20,9,-21,-9,11,-17,14,13,-23,10,20,-20,-19,-8,-17,-4,14,-12,17,11,-11,-27,6,24,15,10,-27,-12
CSI_DATA,23821103774,-72,64,0,0,-11,12,15,-5,20,4,0,25,3,25,10,19,-5,16,34,15,12,21,15,21,2,-28,-3,16,-22,-1,-7,-14,-16,-1,-1,26,-19,10,19,-7,10,23,20,-1,17,14,-11,-13,15,12,-11,-6,17,12,-13,9,17,0,18,-9,-12,18,-11,-16,-30,9,-2,-24,-4,24,-27,2,-20,12,-28,-11,4,-23,-12,-14,-23,-15,2,24,15,19,-4,20,-19,7,16,-20,-21,16,15,2,6,26,-10,-18,-7,-13,-15,-19,7,-23,-24,-18,11,15,12,14,8,-19,22,-1,11,19,-23,7,17,20,-22,-10,22,-5,15,21,-24,-6,-13,-16
CSI_DATA,23821199305,-73,64,0,0,-12,-5,-17,15,-15,-17,21,6,-7,-23,9,18,16,-20,16,-16,6,11,5,-18,-14,8,23,6,-6,20,10,-14,16,-9,-8,12,-23,-2,-12,-24,6,-20,12,-26,19,-9,13,23,-19,-1,11,-14,22,-1,6,15,5,-26,23,16,-13,16,-10,18,12,19,-15,20,-16,1,-23,16,24,-4,14,20,-19,11,1,-24,12,20,13,12,-3,19,-15,-13,-15,0,9,14,-4,-21,27,13,-20,9,-3,-25,-9,16,18,-2,-27,17,20,-17,24,-3,12,-21,-25,-4,4,21,-3,-21,13,-20,-13,-6,-20,8,15,-4,-21,-5,-3,-17,-8,14
CSI_DATA,23821303195,-75,64,0,0,16,-12,-4,30,4,-22,-14,-23,10,-18,7,-24,22,17,-22,23,23,17,-15,7,22,-2,-30,4,-13,-8,-24,-9,-15,21,24,11,-24,-5,-19,1,-9,-19,19,-11,7,4,-25,14,5,21,13,-9,21,7,-12,-3,4,-21,-12,-12,-19,-7,-20,-10,-24,4,11,-22,18,-12,17,-16,5,-24,-25,22,19,10,-22,-13,-10,9,-19,17,-18,-13,-8,23,14,0,-6,14,8,-9,21,3,-7,-10,23,-13,-21,-14,0,-20,-22,2,16,2,-9,-22,-25,-4,-14,-3,-3,21,20,-3,-4,30,-14,19,25,3,8,21,0,-16,10,-20,6,-21
CSI_DATA,23821402684,-70,64,0,0,-6,-14,-24,0,-8,-25,19,-2,-19,-8,-24,4,-9,6,13,-13,-3,-24,-33,1,-13,-8,-18,19,-11,-24,24,25,3,-25,15,-17,-14,-20,26,7,-16,-5,-12,19,-12,16,7,-13,-21,1,25,-19,-10,12,-8,25,-16,-9,-1,-19,19,16,-20,10,-22,7,-27,2,-12,13,22,11,-20,-14,21,-12,-12,-21,6,-18,-1,15,15,6,-27,-15,16,-4,7,-21,-12,4,10,-17,20,24,4,-17,-25,-2,25,-3,-14,-19,10,28,-19,11,10,24,-24,17,-18,-15,-16,6,-26,-14,12,-29,2,24,19,-12,12,-17,-7,-22,-11,-16,-25,-2
